//
// Dialogue that is not race-specific
//

DIPLO_TECH_REQUEST_MENU_01   | ¿Qué tipo de tecnología le interesa?
DIPLO_TECH_COUNTER_MENU_01   | ¿Qué cambiará por ella?
DIPLO_TRADE_MENU_01          | Usted propone un acuerdo comercial para:
DIPLO_TREATY_MENU_01         | ¿Qué desea hacer?
DIPLO_THREATEN_MENU_01       | ¿Qué está amenazando?
DIPLO_DECLARE_WAR_MENU_01    | ¿Está seguro de que quiere comenzar una guerra?
DIPLO_JOINT_WAR_MENU_01      | ¿A quién debemos declarar la guerra?
DIPLO_BREAK_ALLIANCE_MENU_01 | ¿Qué alianza debemos romper?
DIPLO_OFFER_AID_MENU_01      | ¿Qué quiere dar?
DIPLO_OFFER_TECH_MENU_01     | ¿Qué quiere dar?

DECLINE_OFFER_01           | [my_nameTitle] [my_name] rechaza.
DECLINE_OFFER_02           | [my_race_pluralnoun] han considerado su oferta y la han rechazado.
DECLINE_OFFER_03           | Respetuosamente rechazamos su oferta.
DECLINE_OFFER_04           | No estamos interesados en este momento.
DECLINE_OFFER_05           | [my_race_pluralnoun] no consideran su oferta justa.
DECLINE_OFFER_06           | No estaría en nuestro mejor interés aceptar su oferta en este momento.
DECLINE_OFFER_07           | Tal vez nos confundieron con tontos crédulos. Rechazamos su oferta.
DECLINE_OFFER_08           | Su oferta no nos parece justa.
DECLINE_OFFER_09           | Tememos deber rechazar.

DECLINE_ENEMY_ALLY_01      | [my_race_pluralnoun]nunca tratarían con aliados de los odiados [other_race_pluraladje].
DECLINE_ALREADY_ALLIED_01  | [my_race_pluralnoun] y nuestros aliados no pueden considerar su solicitud mientras esté aliado con otros imperios.
DECLINE_NO_WAR_ON_ALLY_01  | No declararemos la guerra a nuestros aliados.
DECLINE_PEACE_TREATY_01    | No romperemos nuestro tratado de paz con [other_race_pluralnoun].

DECLINE_ANNOYED_01         | [your_race_pluralnoun] son criaturas de mucho viento y poca acción. Nos cansamos de su parloteo.
DECLINE_ANNOYED_01         | [your_nameTitle] [your_name], pone a prueba nuestra paciencia. Tal vez debería hablar de nuevo más tarde.
DECLINE_ANNOYED_01         | [my_nameTitle] [my_name] ha oído suficiente. Hablaremos de nuevo más tarde.
DECLINE_ANNOYED_02         | Nos cansamos de las negociaciones diplomáticas. Podemos continuar las discusiones en otro momento.
DECLINE_ANNOYED_02         | Estas conversaciones no nos llevan a ninguna parte. Debemos despedirnos.
DECLINE_ANNOYED_02         | Nos vamos ahora.
DECLINE_ANNOYED_03         | Mil disculpas, [your_nameTitle] [your_name], pero otros deberes llaman.
DECLINE_ANNOYED_03         | Perdonenos, pero nuestro tiempo ha llegado a su fin.
DECLINE_ANNOYED_03         | Tenemos poco tiempo y mucho que hacer. Tal vez podamos hablar de nuevo más tarde.


DECLINE_OATHBREAKER_01     | No estamos dispuestos a celebrar un tratado en este momento porque ustedes han violado tratados en el pasado.
DECLINE_OATHBREAKER_01     | No han cumplido con sus acuerdos pasados. Vemos pocas razones para confiar en ustedes ahora.
DECLINE_OATHBREAKER_01     | ¿Por qué deberíamos confiar en usted ahora, cuando han violado tantos tratados pasados?
DECLINE_OATHBREAKER_01     | No vemos ninguna razón para estar de acuerdo con alguien que no ha cumplido las promesas del pasado.
DECLINE_OATHBREAKER_01     | No trataremos con [your_race_pluralnoun] quienes no tienen honor.

DECLINE_ESPIONAGE_01       | Perros ladrones, roban los frutos de nuestra investigación. Negamos su solicitud.
DECLINE_ESPIONAGE_01       | Nuestra tecnología es para [my_race_pluralnoun]. No tienen derecho a robarlo. Hablaremos cuando dejen de robar.
DECLINE_ESPIONAGE_01       | ¿Por qué deberíamos darles algo? ¡Sus espías ya roban todo lo que necesitan!
DECLINE_ESPIONAGE_01       | ¿Cómo puede esperar que aceptemos cuando sus espías están robando nuestra tecnología?
DECLINE_ESPIONAGE_01       | Retire a sus espías, luego hablaremos.

DECLINE_SABOTAGE_01        | No hemos olvidado su último incidente de sabotaje. Hasta que hayan demostrado ser más digno de confianza, no trataremos con ustedes.
DECLINE_SABOTAGE_01        | Nuestro pueblo ha sufrido por su sabotaje. No trataremos con ustedes hasta que cese.
DECLINE_SABOTAGE_01        | ¡Qué! ¿Esperan que estemos de acuerdo cuando están saboteando nuestro [target]?
DECLINE_SABOTAGE_01        | Destruyen nuestro [target]. ¿Por qué deberíamos tratar con ustedes?
DECLINE_SABOTAGE_01        | Cuando dejen de sabotear nuestro [target], podemos considerar el asunto más a fondo.

DECLINE_BUILDUP_01         | No hablaremos de eso mientras estén acumulando naves cerca de nuestras fronteras.
DECLINE_BUILDUP_01         | Retiren sus naves a lo largo de nuestras fronteras y consideraremos aceptar. Hasta entonces no estamos interesados.
DECLINE_BUILDUP_01         | Sus naves en nuestras fronteras no son una amenaza para nosotros. Pero nos negamos a negociar mientras permanezcan.
DECLINE_BUILDUP_01         | Si desean tratar con [my_empire], envían sus naves para amenazar a otros, no a nosotros.

DECLINE_ENCROACH_01        | Sus flotas se entrometen en el espacio [my_raceadjec]. Alejenlas, luego hablaremos.

DECLINE_SKIRMISH_01        | ¿Atacan nuestras naves sin provocación y esperan que aceptemos? Nos negamos a negociar.
DECLINE_SKIRMISH_01        | No podemos aceptar una oferta de alguien que ataca nuestras flotas.
DECLINE_SKIRMISH_01        | Una vez que sus flotas hayan dejado de atacar a las nuestras, podremos hablar.
DECLINE_SKIRMISH_01        | Si desean tratar con [my_empire], entonces dejen nuestras flotas en paz.
DECLINE_SKIRMISH_01        | [my_nameTitle] [my_name]no aprecia la destrucción de nuestras flotas. No aceptamos.

DECLINE_ATTACK_01          | Su asalto injustificado a [system] les da poco espacio para negociar.
DECLINE_ATTACK_01          | No hemos olvidado el ataque a la colonia de [system]. No hay manera de que lo aceptemos.

DECLINE_INVASION_01        | Nuestra gente no desea tratar con los carniceros de [system]. Hagan sus enmiendas primero.
DECLINE_INVASION_01        | La sangre de [system] mancha sus palabras. No podemos aceptar su oferta.
DECLINE_INVASION_01        | Los muertos de [system] claman por retribución. Escuchamos los gritos de ellos más fuerte que la oferta de ustedes.

DECLINE_BIOWEAPONS_01      | [my_race_pluralnoun] no harán ningún trato con una raza que usaría armas biológicas.
DECLINE_BIOWEAPONS_01      | No podemos tratar con alguien lo suficientemente desesperado como para usar armas biológicas.
DECLINE_BIOWEAPONS_01      | Ustedes usan armas que causan horrores incalculables en poblaciones inocentes. Nos negamos a tratar con tal locura.
DECLINE_BIOWEAPONS_01      | Los dioses abominan a aquellos que destruirían planetas con armas biológicas. [my_race_pluralnoun] no pueden permitirlo.
DECLINE_BIOWEAPONS_01      | Los gritos de los asesinados por sus armas biológicas llenan nuestros oídos. No podemos escuchar su oferta.

DECLINE_ANNOYED_01         | Nos cansamos de las negociaciones diplomáticas. Podemos continuar las discusiones en otro momento.
DECLINE_ANNOYED_01         | Estas conversaciones no nos llevan a ninguna parte. Debemos despedirnos.
DECLINE_ANNOYED_01         | [my_nameTitle] [my_name] ha oído suficiente. Hablaremos de nuevo más tarde.
DECLINE_ANNOYED_01         | [your_nameTitle] [your_name], pone a prueba nuestra paciencia. Tal vez debería hablar de nuevo más tarde.
DECLINE_ANNOYED_01         | Mil disculpas, [your_nameTitle] [your_name], pero otros deberes llaman.
DECLINE_ANNOYED_01         | Tenemos poco tiempo y mucho que hacer. Tal vez podamos hablar de nuevo más tarde.
DECLINE_ANNOYED_01         | [your_race_pluralnoun] son criaturas de mucho viento y poca acción. Nos cansamos de su parloteo.
DECLINE_ANNOYED_01         | Nos vamos ahora.
DECLINE_ANNOYED_01         | Perdónenos, pero nuestro tiempo ha llegado a su fin.

DECLINE_TECH_TRADE_01      | No tienen ninguna tecnología que nos interese.
DECLINE_TECH_TRADE_01      | No necesitamos juguetes [your_race_pluraladjec].
DECLINE_TECH_TRADE_01      | Sus inventos primitivos no nos interesan.
DECLINE_TECH_TRADE_01      | [my_race_pluralnoun] están mucho más allá de su tecnología.
DECLINE_TECH_TRADE_01      | [your_nameTitle] [your_name], tenemos poca necesidad de lo que sus científicos nos ofrecen.
DECLINE_TECH_TRADE_01      | [my_nameTitle] [my_name] e poco de interés en su tecnología.

OFFER_TECH_EXCHANGE_01     | [your_empire] tiene una gran necesidad de su tecnología [tech]. Tal vez esté dispuesto a cambiarlo por parte de nuestra tecnología.
OFFER_TECH_EXCHANGE_01     | [your_empire] sabe que usteden han aprendido los secretos de [tech]. ¿Podemos ofrecerle algo de nuestra tecnología a cambio?
OFFER_TECH_EXCHANGE_01     | [your_nameTitle] [your_name] [your_empireof] desea el secreto de la tecnología [tech]. ¿Ustedes lo cambiarán por uno de nuestros avanzes?
OFFER_TECH_EXCHANGE_01     | [your_race_pluralnoun] están asombrados por las maravillas científicas de [tech]. ¿Qué podemos ofrecerles a ustedes por su secreto?

ACCEPT_TECH_EXCHANGE_01    | Muy bien. [my_nameTitle] [my_name] acepta intercambiar los maravillosos secretos [my_race_pluraladjec] de [techGiven] por la tecnología [techReceived].
ACCEPT_FINANCIAL_AID_01    | [my_nameTitle] [my_name] acepta su regalo de [amt] BC.
ACCEPT_TECHNOLOGY_AID_01   | [my_nameTitle] [my_name] acepta su regalo de [tech].

BREAK_TRADE_01             | Los ciudadanos [my_race_pluraladjec] no tienen más deseo por los bienes comerciales [your_empireof].
ANNOUNCE_TRADE_01          | A partir de [year], [my_empire] y [your_empire] acuerdan intercambiar [amt] BC por año.

ANNOUNCE_PEACE_01          | En el año [year], los imperios [my_raceadjec] y [your_raceadjec] acuerdan poner fin a todas las hostilidades..
ANNOUNCE_PEACE_01          | [my_nameTitle] [my_name] por la presente ordena que terminen todas las hostilidades entre nuestros imperios.
ACCEPT_PEACE_01            | Estamos de acuerdo en que ha llegado el momento de poner fin a nuestras pequeñas disputas.
ACCEPT_PEACE_01            | Aceptamos su oferta de paz. Cesen el fuego contra las fuerzas [my_race_pluraladjecF] y dejaremos de atacar a las suyas.
ACCEPT_PEACE_01            | Nos cansamos de esta destrucción sin sentido. [my_empire] acepta su oferta de paz.

BREAK_PACT_01              | Una advertencia a [your_empire] de parte [my_race_pluralnounof]: ¡nuestro Pacto de No Agresión está roto!
ANNOUNCE_PACT_01           | En el año [year], [my_empire] se compromete a adherirse a un Pacto de No Agresión y no atacar a las flotas [your_race_pluraladjecF] a menos que estén orbitando una de nuestras colonias.
ACCEPT_PACT_01             | [my_empire] acepta un Pacto de No Agresión. Ningún bando atacará las flotas del otro, a menos que entren en la órbita de una colonia opuesta.
ACCEPT_PACT_01             | Si aceptan no enviar naves a ninguna de nuestras colonias, [my_race_pluralnoun] prometen no atacar ninguno de sus naves.
ACCEPT_PACT_01             | [my_nameTitle] [my_name] está de acuerdo con su propuesta de Pacto de No Agresión. Así está escrito, así se hará!
ACCEPT_PACT_01             | De acuerdo, entonces. Mientras no ataquen nuestras colonias, [my_empire] cumplirá con el Pacto de No Agresión.

BREAK_ALLIANCE_01          | [my_empire] ya no puede mantener una alianza con [your_empire].
ANNOUNCE_ALLIANCE_01       | En el año [year], [my_empire] y [your_empire] acuerdan formar una alianza en la que ninguno atacará las flotas o colonias del otro.
ANNOUNCE_ALLIANCE_01       | Así se forja nuestra Alianza. Sus naves pueden visitar nuestras colonias como deseen y obtener combustible de nuestras bases.
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] le da la bienvenida a una alianza con nuestro buen amigo, [your_nameTitle] [your_name].
ACCEPT_ALLIANCE_01         | [my_empire] and [your_empire]forjan hoy una Alianza entre nuestros pueblos. ¡Muerte a nuestros enemigos!
ACCEPT_ALLIANCE_01         | [my_nameTitle] [my_name] ve la sabiduría en una alianza con [your_empire]. Que así sea!

OFFER_JOINT_WAR_01         | Ha llegado el momento de que [your_empire] y [my_empire] se unan en la guerra contra [other_race_pluralnoun].
ACCEPT_JOINT_WAR_01        | [other_empire] debe caer ante el poder combinado [my_empireof] y [your_empireof].
ACCEPT_JOINT_WAR_01        | Con [my_race_pluralnoun] y [your_race_pluralnoun] aliados, [other_race_pluralnoun] no durarán mucho.
ACCEPT_JOINT_WAR_01        | En el año [year], [my_empire] y [your_empire] unen sus fuerzas para librar a la galaxia de la amenaza [other_raceadjecF].
COUNTER_JOINT_WAR_01       | Nos uniremos a usted en su guerra contra [other_empire] a cambio de la siguiente compensación:
RESPOND_CLOSE_EMBASSY_01   | Que así sea. No habrá más discusiones entre nuestros imperios.

RESPOND_BREAK_TRADE_01     | Lo recordaremos.
RESPOND_BREAK_TRADE_01     | Entonces, [your_nameTitle] [your_name], no puede mantener su palabra. No olvidaremos esto.

RESPOND_BREAK_PACT_01      | Inscribiremos las palabras de sus tratados rotos en su lápida, [your_nameTitle] [your_name].
RESPOND_BREAK_PACT_01      | [your_empire] se derrumbará bajo el peso de sus propias promesas incumplidas.

RESPOND_BREAK_ALLIANCE_01  | Han incumplido el acuerdo. La alianza está rota.
RESPOND_BREAK_ALLIANCE_01  | Muy bien. Sus intenciones poco fiables se han demostrado. La alianza está rota.
RESPOND_BREAK_ALLIANCE_01  | Tenemos poca necesidad de tratados que no se cumplan. La alianza está rota.
RESPOND_BREAK_ALLIANCE_01  | Que así sea. La alianza está rota.
